Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0.0,3.0,23.0,0.0,-1.0,0.0,0.0,264.0,7.225,0.0,1.0
0.0,1.0,30.0,0.0,19.0,3.0,2.0,11.0,263.0,2.0,0.0
1.0,3.0,29.0,1.0,-1.0,0.0,0.0,350.0,7.8792,0.0,2.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,421.0,7.8958,0.0,0.0
0.0,1.0,24.0,0.0,40.0,0.0,0.0,615.0,27.7208,0.0,1.0
1.0,1.0,46.0,1.0,-1.0,1.0,0.0,121.0,146.5208,77.0,1.0
1.0,3.0,24.0,1.0,-1.0,0.0,0.0,355.0,7.75,0.0,2.0
0.0,2.0,21.0,0.0,66.0,0.0,0.0,583.0,10.5,0.0,0.0
0.0,1.0,23.0,0.0,28.0,1.0,0.0,123.0,82.1708,0.0,1.0
0.0,1.0,30.0,0.0,42.0,1.0,0.0,45.0,52.0,0.0,0.0
1.0,3.0,16.0,0.0,-1.0,0.0,0.0,279.0,7.2292,0.0,1.0
0.0,3.0,24.0,0.0,21.0,0.0,0.0,551.0,8.05,0.0,0.0
0.0,3.0,34.0,1.0,18.0,2.0,0.0,92.0,18.0,0.0,0.0
1.0,3.0,27.0,1.0,14.0,1.0,0.0,78.0,11.2417,0.0,1.0
0.0,3.0,46.0,1.0,40.0,1.0,0.0,544.0,9.475,0.0,0.0
0.0,2.0,56.0,1.0,27.0,1.0,0.0,49.0,21.0,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,449.0,7.8958,0.0,1.0
1.0,2.0,40.0,1.0,3.0,1.0,2.0,39.0,41.5792,0.0,1.0
1.0,3.0,29.0,1.0,19.0,0.0,0.0,349.0,7.8792,0.0,2.0
0.0,3.0,24.0,0.0,-1.0,0.0,0.0,625.0,8.05,0.0,0.0
0.0,3.0,17.0,0.0,-1.0,1.0,0.0,506.0,15.5,0.0,2.0
1.0,3.0,25.0,1.0,-1.0,0.0,0.0,190.0,7.75,0.0,2.0
0.0,3.0,19.0,0.0,-1.0,2.0,0.0,270.0,21.6792,0.0,1.0
0.0,3.0,45.0,1.0,18.0,1.0,0.0,95.0,17.8,0.0,0.0
0.0,3.0,26.0,0.0,7.0,4.0,1.0,3.0,39.6875,0.0,0.0
0.0,3.0,28.0,0.0,21.0,0.0,0.0,558.0,7.8,0.0,0.0
1.0,1.0,40.0,1.0,49.0,1.0,0.0,35.0,76.7292,35.0,1.0
1.0,2.0,50.0,1.0,29.0,1.0,0.0,310.0,26.0,0.0,0.0
0.0,1.0,30.0,0.0,65.0,0.0,1.0,158.0,61.9792,66.0,1.0
1.0,1.0,17.0,0.0,-1.0,0.0,0.0,200.0,35.5,25.0,0.0
1.0,2.0,17.0,1.0,21.0,0.0,0.0,588.0,10.5,0.0,0.0
0.0,3.0,19.0,0.0,28.5,0.0,0.0,290.0,7.2292,0.0,1.0
1.0,2.0,28.0,1.0,5.0,1.0,2.0,33.0,27.75,0.0,0.0
0.0,3.0,34.0,0.0,11.0,5.0,2.0,5.0,46.9,0.0,0.0
0.0,3.0,21.0,0.0,22.0,0.0,0.0,274.0,7.2292,0.0,1.0
1.0,1.0,19.0,1.0,38.0,0.0,0.0,43.0,80.0,12.0,3.0
0.0,1.0,27.0,0.0,45.0,1.0,0.0,104.0,83.475,29.0,0.0
0.0,3.0,21.0,0.0,4.0,3.0,2.0,4.0,27.9,0.0,0.0
0.0,1.0,21.0,0.0,-1.0,0.0,0.0,617.0,27.7208,0.0,1.0
1.0,3.0,24.0,0.0,-1.0,1.0,1.0,81.0,15.2458,0.0,1.0
1.0,2.0,28.0,1.0,29.0,0.0,0.0,586.0,10.5,8.0,0.0
0.0,3.0,24.0,0.0,19.0,0.0,0.0,628.0,8.1583,0.0,0.0
1.0,3.0,31.0,1.0,17.0,4.0,2.0,317.0,7.925,0.0,0.0
0.0,3.0,17.0,0.0,26.0,2.0,0.0,337.0,8.6625,0.0,0.0
0.0,2.0,26.0,0.0,32.0,0.0,0.0,589.0,10.5,0.0,0.0
0.0,3.0,26.0,1.0,16.0,5.0,2.0,5.0,46.9,0.0,0.0
0.0,2.0,20.0,0.0,21.0,0.0,0.0,7.0,73.5,0.0,0.0
0.0,3.0,27.0,0.0,26.0,1.0,0.0,280.0,14.4542,0.0,1.0
1.0,3.0,13.0,0.0,32.0,0.0,0.0,0.0,56.4958,0.0,0.0
0.0,3.0,23.0,0.0,25.0,0.0,0.0,406.0,7.65,45.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,414.0,7.8958,0.0,0.0
0.0,3.0,24.0,0.0,-1.0,0.0,0.0,516.0,8.05,0.0,0.0
1.0,2.0,29.0,0.0,0.83,0.0,2.0,71.0,29.0,0.0,0.0
1.0,3.0,24.0,1.0,30.0,0.0,0.0,98.0,12.475,0.0,0.0
0.0,3.0,20.0,0.0,22.0,0.0,0.0,370.0,9.0,0.0,0.0
1.0,3.0,27.0,0.0,29.0,0.0,0.0,376.0,9.5,0.0,0.0
1.0,3.0,30.0,1.0,-1.0,0.0,0.0,347.0,7.7875,0.0,2.0
0.0,1.0,23.0,0.0,28.0,0.0,0.0,155.0,47.1,0.0,0.0
1.0,2.0,19.0,1.0,17.0,0.0,0.0,641.0,10.5,0.0,0.0
1.0,3.0,55.0,1.0,33.0,3.0,0.0,90.0,15.85,0.0,0.0
0.0,3.0,22.0,0.0,16.0,1.0,3.0,18.0,34.375,0.0,0.0
0.0,3.0,29.0,0.0,-1.0,0.0,0.0,656.0,8.05,0.0,0.0
1.0,1.0,26.0,1.0,23.0,3.0,2.0,11.0,263.0,2.0,0.0
0.0,3.0,22.0,0.0,24.0,0.0,0.0,364.0,8.05,0.0,0.0
0.0,3.0,20.0,0.0,29.0,0.0,0.0,365.0,8.05,0.0,0.0
0.0,3.0,26.0,0.0,20.0,0.0,0.0,401.0,7.8542,0.0,0.0
0.0,1.0,27.0,0.0,46.0,1.0,0.0,679.0,61.175,132.0,0.0
0.0,3.0,23.0,0.0,26.0,1.0,2.0,113.0,20.575,0.0,0.0
0.0,3.0,17.0,0.0,59.0,0.0,0.0,481.0,7.25,0.0,0.0
0.0,3.0,27.0,0.0,-1.0,0.0,0.0,518.0,8.05,0.0,0.0
0.0,1.0,25.0,0.0,71.0,0.0,0.0,621.0,34.6542,59.0,1.0
1.0,1.0,31.0,0.0,23.0,0.0,1.0,623.0,63.3583,111.0,1.0
1.0,2.0,36.0,1.0,34.0,0.0,1.0,65.0,23.0,0.0,0.0
0.0,2.0,17.0,0.0,34.0,1.0,0.0,70.0,26.0,0.0,0.0
0.0,3.0,23.0,1.0,28.0,0.0,0.0,442.0,7.8958,0.0,0.0
0.0,3.0,32.0,0.0,-1.0,0.0,0.0,420.0,7.8958,0.0,0.0
0.0,1.0,25.0,0.0,21.0,0.0,1.0,96.0,77.2875,34.0,0.0
0.0,3.0,26.0,0.0,33.0,0.0,0.0,542.0,8.6542,0.0,0.0
0.0,3.0,30.0,0.0,37.0,2.0,0.0,315.0,7.925,0.0,0.0
0.0,3.0,21.0,0.0,28.0,0.0,0.0,413.0,7.8958,0.0,0.0
1.0,3.0,32.0,1.0,21.0,0.0,0.0,363.0,7.65,0.0,0.0
1.0,3.0,22.0,0.0,-1.0,0.0,0.0,321.0,7.775,0.0,0.0
0.0,3.0,15.0,0.0,38.0,0.0,0.0,446.0,7.8958,0.0,0.0
1.0,3.0,19.0,1.0,-1.0,1.0,0.0,31.0,24.15,0.0,2.0
0.0,1.0,30.0,0.0,47.0,0.0,0.0,40.0,52.0,87.0,0.0
0.0,3.0,20.0,1.0,14.5,1.0,0.0,82.0,14.4542,0.0,1.0
0.0,3.0,22.0,0.0,22.0,0.0,0.0,341.0,8.05,0.0,0.0
0.0,3.0,23.0,1.0,20.0,1.0,0.0,530.0,9.825,0.0,0.0
0.0,3.0,21.0,1.0,17.0,0.0,0.0,76.0,14.4583,0.0,1.0
0.0,3.0,21.0,0.0,21.0,0.0,0.0,670.0,7.925,0.0,0.0
0.0,3.0,20.0,0.0,70.5,0.0,0.0,504.0,7.75,0.0,2.0
0.0,2.0,31.0,0.0,29.0,1.0,0.0,49.0,21.0,0.0,0.0
0.0,1.0,24.0,0.0,24.0,0.0,1.0,120.0,247.5208,18.0,1.0
0.0,3.0,33.0,1.0,2.0,4.0,2.0,1.0,31.275,0.0,0.0
0.0,2.0,27.0,0.0,21.0,2.0,0.0,7.0,73.5,0.0,0.0
0.0,3.0,26.0,0.0,-1.0,0.0,0.0,575.0,8.05,0.0,0.0
0.0,2.0,20.0,0.0,32.5,1.0,0.0,66.0,30.0708,0.0,1.0
1.0,2.0,19.0,1.0,32.5,0.0,0.0,293.0,13.0,6.0,0.0
0.0,1.0,27.0,0.0,54.0,0.0,1.0,96.0,77.2875,34.0,0.0
1.0,3.0,28.0,0.0,12.0,1.0,0.0,78.0,11.2417,0.0,1.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,507.0,7.75,0.0,2.0
1.0,3.0,25.0,0.0,24.0,0.0,0.0,576.0,7.1417,0.0,0.0
1.0,3.0,17.0,1.0,-1.0,1.0,1.0,83.0,22.3583,144.0,1.0
0.0,3.0,18.0,0.0,45.0,0.0,0.0,382.0,6.975,0.0,0.0
0.0,3.0,20.0,0.0,33.0,0.0,0.0,438.0,7.8958,0.0,1.0
0.0,3.0,30.0,0.0,20.0,0.0,0.0,644.0,7.05,0.0,0.0
0.0,3.0,46.0,1.0,47.0,1.0,0.0,572.0,14.5,0.0,0.0
1.0,2.0,45.0,1.0,29.0,1.0,0.0,214.0,26.0,0.0,0.0
0.0,2.0,30.0,0.0,25.0,0.0,0.0,585.0,13.0,0.0,0.0
0.0,2.0,18.0,0.0,23.0,0.0,0.0,635.0,15.0458,0.0,1.0
1.0,1.0,28.0,1.0,19.0,0.0,2.0,174.0,26.2833,121.0,0.0
0.0,1.0,27.0,0.0,37.0,1.0,0.0,47.0,53.1,20.0,0.0
0.0,3.0,19.0,0.0,16.0,0.0,0.0,110.0,9.2167,0.0,0.0
0.0,1.0,18.0,0.0,24.0,0.0,0.0,122.0,79.2,81.0,1.0
0.0,3.0,29.0,1.0,-1.0,0.0,2.0,84.0,15.2458,0.0,1.0
1.0,3.0,24.0,1.0,22.0,0.0,0.0,394.0,7.75,0.0,0.0
1.0,3.0,52.0,1.0,24.0,1.0,0.0,131.0,15.85,0.0,0.0
0.0,3.0,19.0,0.0,19.0,0.0,0.0,489.0,6.75,0.0,2.0
0.0,2.0,26.0,0.0,18.0,0.0,0.0,217.0,11.5,0.0,0.0
0.0,2.0,28.0,0.0,19.0,1.0,1.0,115.0,36.75,0.0,0.0
1.0,3.0,44.0,0.0,27.0,0.0,0.0,462.0,7.7958,0.0,0.0
0.0,3.0,32.0,1.0,9.0,2.0,2.0,18.0,34.375,0.0,0.0
0.0,2.0,40.0,0.0,36.5,0.0,2.0,22.0,26.0,7.0,0.0
0.0,2.0,33.0,0.0,42.0,0.0,0.0,240.0,13.0,0.0,0.0
0.0,2.0,26.0,0.0,51.0,0.0,0.0,627.0,12.525,0.0,0.0
1.0,1.0,33.0,1.0,22.0,1.0,0.0,44.0,66.6,24.0,0.0
0.0,3.0,16.0,0.0,55.5,0.0,0.0,553.0,8.05,0.0,0.0
0.0,3.0,31.0,0.0,40.5,0.0,2.0,573.0,14.5,0.0,0.0
0.0,3.0,21.0,0.0,-1.0,0.0,0.0,599.0,7.3125,0.0,0.0
0.0,1.0,27.0,0.0,51.0,0.0,1.0,612.0,61.3792,0.0,1.0
1.0,3.0,32.0,1.0,16.0,0.0,0.0,473.0,7.7333,0.0,2.0
0.0,3.0,15.0,0.0,30.0,0.0,0.0,658.0,8.05,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,325.0,8.6625,0.0,0.0
0.0,3.0,26.0,0.0,-1.0,8.0,2.0,2.0,69.55,0.0,0.0
0.0,3.0,24.0,0.0,44.0,0.0,1.0,513.0,16.1,0.0,0.0
1.0,2.0,50.0,1.0,40.0,0.0,0.0,590.0,15.75,0.0,0.0
0.0,3.0,26.0,0.0,26.0,0.0,0.0,387.0,7.775,0.0,0.0
0.0,3.0,15.0,0.0,17.0,0.0,0.0,332.0,8.6625,0.0,0.0
0.0,3.0,28.0,0.0,1.0,4.0,1.0,3.0,39.6875,0.0,0.0
1.0,3.0,47.0,0.0,9.0,0.0,2.0,30.0,20.525,0.0,0.0
1.0,1.0,38.0,1.0,-1.0,0.0,1.0,42.0,55.0,41.0,0.0
0.0,3.0,47.0,1.0,45.0,1.0,4.0,4.0,27.9,0.0,0.0
0.0,1.0,19.0,0.0,-1.0,0.0,0.0,600.0,25.925,0.0,0.0
0.0,3.0,13.0,0.0,28.0,0.0,0.0,0.0,56.4958,0.0,0.0
0.0,1.0,25.0,0.0,61.0,0.0,0.0,136.0,33.5,64.0,0.0
0.0,3.0,20.0,0.0,4.0,4.0,1.0,6.0,29.125,0.0,2.0
1.0,3.0,28.0,1.0,1.0,1.0,1.0,28.0,11.1333,0.0,0.0
0.0,3.0,25.0,0.0,21.0,0.0,0.0,663.0,7.925,0.0,0.0
0.0,1.0,23.0,0.0,56.0,0.0,0.0,199.0,30.6958,61.0,1.0
0.0,3.0,22.0,0.0,18.0,1.0,1.0,469.0,7.8542,0.0,0.0
0.0,3.0,29.0,0.0,-1.0,3.0,1.0,15.0,25.4667,0.0,0.0
0.0,1.0,26.0,1.0,50.0,0.0,0.0,610.0,28.7125,97.0,1.0
0.0,2.0,18.0,0.0,30.0,0.0,0.0,256.0,13.0,0.0,0.0
0.0,3.0,19.0,0.0,36.0,0.0,0.0,16.0,0.0,0.0,0.0
0.0,3.0,28.0,1.0,-1.0,8.0,2.0,2.0,69.55,0.0,0.0
0.0,2.0,16.0,0.0,-1.0,0.0,0.0,634.0,15.05,0.0,1.0
0.0,3.0,37.0,0.0,9.0,4.0,2.0,13.0,31.3875,0.0,0.0
1.0,2.0,25.0,0.0,1.0,2.0,1.0,63.0,39.0,46.0,0.0
1.0,3.0,35.0,1.0,4.0,0.0,2.0,338.0,22.025,0.0,0.0
0.0,1.0,21.0,0.0,-1.0,0.0,0.0,161.0,50.0,56.0,0.0
1.0,3.0,47.0,1.0,-1.0,1.0,0.0,106.0,15.5,0.0,2.0
1.0,1.0,45.0,0.0,45.0,0.0,0.0,141.0,26.55,0.0,0.0
0.0,3.0,16.0,0.0,40.0,1.0,1.0,99.0,15.5,0.0,2.0
0.0,3.0,19.0,0.0,36.0,0.0,0.0,444.0,7.8958,0.0,0.0
1.0,2.0,19.0,1.0,32.0,0.0,0.0,221.0,13.0,0.0,0.0
0.0,2.0,21.0,0.0,19.0,0.0,0.0,300.0,13.0,0.0,0.0
1.0,3.0,47.0,1.0,19.0,1.0,0.0,463.0,7.8542,0.0,0.0
1.0,2.0,26.0,0.0,3.0,1.0,1.0,22.0,26.0,7.0,0.0
1.0,1.0,41.0,1.0,44.0,0.0,0.0,619.0,27.7208,70.0,1.0
1.0,1.0,20.0,1.0,58.0,0.0,0.0,121.0,146.5208,79.0,1.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,501.0,7.75,0.0,2.0
0.0,3.0,32.0,0.0,42.0,0.0,1.0,533.0,8.4042,0.0,0.0
1.0,3.0,32.0,1.0,-1.0,0.0,0.0,505.0,7.75,0.0,2.0
0.0,2.0,38.0,1.0,24.0,0.0,0.0,250.0,13.0,0.0,0.0
0.0,3.0,30.0,0.0,28.0,0.0,0.0,372.0,9.5,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,8.0,2.0,2.0,69.55,0.0,0.0
0.0,3.0,26.0,0.0,34.0,0.0,0.0,312.0,6.4958,0.0,0.0
0.0,3.0,20.0,0.0,45.5,0.0,0.0,262.0,7.225,0.0,1.0
1.0,3.0,24.0,0.0,18.0,0.0,0.0,566.0,8.05,0.0,0.0
0.0,3.0,26.0,1.0,2.0,0.0,1.0,93.0,10.4625,3.0,0.0
0.0,3.0,26.0,0.0,32.0,1.0,0.0,90.0,15.85,0.0,0.0
1.0,3.0,27.0,0.0,26.0,0.0,0.0,86.0,18.7875,0.0,1.0
1.0,3.0,25.0,1.0,16.0,0.0,0.0,494.0,7.75,0.0,2.0
1.0,1.0,16.0,0.0,40.0,0.0,0.0,147.0,31.0,55.0,1.0
0.0,3.0,14.0,0.0,24.0,0.0,0.0,646.0,7.05,0.0,0.0
1.0,2.0,26.0,1.0,35.0,0.0,0.0,597.0,21.0,0.0,0.0
0.0,3.0,22.0,0.0,22.0,0.0,0.0,562.0,7.25,0.0,0.0
0.0,2.0,27.0,0.0,30.0,0.0,0.0,252.0,13.0,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,1.0,0.0,493.0,7.75,0.0,2.0
1.0,1.0,23.0,1.0,31.0,1.0,0.0,29.0,113.275,37.0,1.0
1.0,3.0,22.0,1.0,27.0,0.0,0.0,673.0,7.925,0.0,0.0
0.0,2.0,28.0,0.0,42.0,1.0,0.0,68.0,27.0,0.0,0.0
1.0,1.0,21.0,1.0,32.0,0.0,0.0,181.0,76.2917,113.0,1.0
0.0,2.0,18.0,0.0,30.0,0.0,0.0,680.0,10.5,0.0,0.0
1.0,3.0,30.0,0.0,16.0,0.0,0.0,657.0,8.05,0.0,0.0
0.0,2.0,20.0,0.0,27.0,0.0,0.0,209.0,13.0,0.0,0.0
0.0,3.0,23.0,0.0,51.0,0.0,0.0,206.0,8.05,0.0,0.0
0.0,3.0,20.0,0.0,-1.0,0.0,0.0,434.0,7.8958,0.0,0.0
1.0,1.0,28.0,0.0,38.0,1.0,0.0,60.0,90.0,31.0,0.0
0.0,3.0,28.0,0.0,22.0,0.0,0.0,624.0,9.35,0.0,0.0
1.0,2.0,25.0,0.0,19.0,0.0,0.0,675.0,10.5,0.0,0.0
0.0,3.0,31.0,0.0,20.5,0.0,0.0,561.0,7.25,0.0,0.0
0.0,2.0,25.0,0.0,18.0,0.0,0.0,224.0,13.0,0.0,0.0
0.0,3.0,23.0,1.0,-1.0,3.0,1.0,15.0,25.4667,0.0,0.0
1.0,1.0,44.0,1.0,35.0,1.0,0.0,104.0,83.475,29.0,0.0
0.0,3.0,24.0,0.0,29.0,0.0,0.0,386.0,7.775,0.0,0.0
0.0,2.0,25.0,0.0,59.0,0.0,0.0,227.0,13.5,0.0,0.0
1.0,3.0,30.0,1.0,5.0,4.0,2.0,13.0,31.3875,0.0,0.0
0.0,2.0,33.0,0.0,24.0,0.0,0.0,587.0,10.5,0.0,0.0
0.0,3.0,28.0,1.0,-1.0,0.0,0.0,678.0,7.55,0.0,0.0
0.0,2.0,17.0,0.0,44.0,1.0,0.0,275.0,26.0,0.0,0.0
1.0,2.0,32.0,1.0,8.0,0.0,2.0,32.0,26.25,0.0,0.0
0.0,2.0,31.0,0.0,19.0,0.0,0.0,304.0,10.5,0.0,0.0
0.0,2.0,22.0,0.0,33.0,0.0,0.0,640.0,12.275,0.0,0.0
0.0,3.0,21.0,1.0,-1.0,1.0,0.0,82.0,14.4542,0.0,1.0
1.0,3.0,30.0,1.0,-1.0,1.0,0.0,101.0,15.5,0.0,2.0
0.0,2.0,31.0,0.0,29.0,0.0,0.0,677.0,10.5,0.0,0.0
0.0,3.0,29.0,0.0,22.0,0.0,0.0,662.0,7.125,0.0,0.0
0.0,3.0,20.0,0.0,30.0,0.0,0.0,288.0,7.225,0.0,1.0
0.0,1.0,27.0,0.0,44.0,2.0,0.0,59.0,90.0,28.0,2.0
0.0,3.0,37.0,1.0,25.0,0.0,0.0,389.0,7.775,0.0,0.0
1.0,2.0,31.0,1.0,24.0,0.0,2.0,74.0,14.5,0.0,0.0
1.0,1.0,29.0,0.0,37.0,1.0,1.0,50.0,52.5542,36.0,0.0
0.0,2.0,29.0,0.0,54.0,1.0,0.0,69.0,26.0,0.0,0.0
0.0,3.0,22.0,0.0,-1.0,0.0,0.0,476.0,7.25,0.0,0.0
0.0,3.0,42.0,1.0,29.0,1.0,1.0,93.0,10.4625,3.0,0.0
0.0,1.0,25.0,0.0,62.0,0.0,0.0,160.0,26.55,106.0,0.0
0.0,3.0,24.0,0.0,30.0,1.0,0.0,112.0,16.1,0.0,0.0
0.0,3.0,40.0,1.0,41.0,0.0,2.0,105.0,20.2125,0.0,0.0
1.0,3.0,39.0,1.0,29.0,0.0,2.0,269.0,15.2458,0.0,1.0
1.0,1.0,30.0,1.0,-1.0,0.0,0.0,607.0,79.2,0.0,1.0
1.0,1.0,20.0,1.0,30.0,0.0,0.0,19.0,86.5,19.0,0.0
1.0,1.0,16.0,1.0,35.0,0.0,0.0,37.0,512.3292,0.0,1.0
1.0,2.0,27.0,1.0,50.0,0.0,1.0,64.0,26.0,0.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,523.0,7.75,0.0,2.0
1.0,3.0,33.0,0.0,3.0,4.0,2.0,13.0,31.3875,0.0,0.0
0.0,1.0,17.0,0.0,52.0,1.0,1.0,20.0,79.65,43.0,0.0
0.0,1.0,21.0,0.0,40.0,0.0,0.0,146.0,0.0,82.0,0.0
0.0,3.0,18.0,1.0,-1.0,0.0,0.0,520.0,7.75,0.0,2.0
0.0,2.0,17.0,0.0,36.0,0.0,0.0,581.0,10.5,0.0,0.0
0.0,3.0,25.0,0.0,16.0,4.0,1.0,3.0,39.6875,0.0,0.0
1.0,3.0,24.0,0.0,25.0,1.0,0.0,395.0,7.775,0.0,0.0
1.0,1.0,45.0,1.0,58.0,0.0,1.0,36.0,153.4625,22.0,0.0
1.0,1.0,22.0,1.0,35.0,0.0,0.0,38.0,135.6333,110.0,0.0
0.0,1.0,21.0,0.0,-1.0,0.0,0.0,46.0,31.0,0.0,0.0
1.0,3.0,28.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,0.0
1.0,2.0,41.0,1.0,41.0,0.0,1.0,72.0,19.5,0.0,0.0
0.0,1.0,21.0,0.0,37.0,0.0,1.0,611.0,29.7,89.0,1.0
1.0,3.0,26.0,1.0,-1.0,0.0,0.0,509.0,7.75,0.0,2.0
1.0,1.0,33.0,1.0,63.0,1.0,0.0,21.0,77.9583,127.0,0.0
0.0,3.0,33.0,1.0,45.0,0.0,0.0,390.0,7.75,0.0,0.0
0.0,2.0,27.0,0.0,-1.0,0.0,0.0,23.0,0.0,0.0,0.0
0.0,3.0,18.0,0.0,7.0,4.0,1.0,6.0,29.125,0.0,2.0
1.0,3.0,32.0,1.0,35.0,1.0,1.0,114.0,20.25,0.0,0.0
0.0,3.0,16.0,0.0,65.0,0.0,0.0,357.0,7.75,0.0,2.0
0.0,3.0,32.0,0.0,28.0,0.0,0.0,400.0,7.8542,0.0,0.0
0.0,3.0,25.0,0.0,16.0,0.0,0.0,375.0,9.5,0.0,0.0
1.0,3.0,26.0,0.0,19.0,0.0,0.0,569.0,8.05,0.0,0.0
0.0,1.0,26.0,0.0,-1.0,0.0,0.0,154.0,26.0,50.0,0.0
0.0,3.0,19.0,0.0,33.0,0.0,0.0,436.0,8.6625,0.0,1.0
1.0,3.0,23.0,0.0,30.0,0.0,0.0,373.0,9.5,0.0,0.0
0.0,3.0,20.0,0.0,22.0,0.0,0.0,412.0,7.8958,0.0,0.0
1.0,2.0,20.0,0.0,42.0,0.0,0.0,232.0,13.0,0.0,0.0
1.0,3.0,20.0,1.0,22.0,0.0,0.0,508.0,7.75,0.0,2.0
1.0,1.0,28.0,1.0,26.0,0.0,0.0,58.0,78.85,0.0,0.0
1.0,1.0,39.0,1.0,19.0,1.0,0.0,52.0,91.0792,14.0,1.0
0.0,2.0,22.0,0.0,36.0,0.0,0.0,639.0,12.875,5.0,1.0
0.0,3.0,19.0,1.0,24.0,0.0,0.0,435.0,8.85,0.0,0.0
0.0,3.0,16.0,0.0,24.0,0.0,0.0,433.0,7.8958,0.0,0.0
0.0,1.0,17.0,0.0,-1.0,0.0,0.0,620.0,27.7208,0.0,1.0
0.0,3.0,18.0,0.0,23.5,0.0,0.0,287.0,7.2292,0.0,1.0
0.0,1.0,28.0,1.0,2.0,1.0,2.0,9.0,151.55,4.0,0.0
1.0,1.0,21.0,0.0,-1.0,0.0,0.0,203.0,30.5,86.0,0.0
1.0,1.0,47.0,1.0,50.0,0.0,1.0,120.0,247.5208,18.0,1.0
1.0,3.0,40.0,1.0,-1.0,0.0,0.0,550.0,7.75,0.0,2.0
1.0,3.0,18.0,0.0,-1.0,2.0,0.0,100.0,23.25,0.0,2.0
0.0,3.0,31.0,0.0,19.0,0.0,0.0,16.0,0.0,0.0,0.0
1.0,2.0,19.0,1.0,-1.0,0.0,0.0,212.0,12.35,6.0,2.0
0.0,3.0,33.0,0.0,-1.0,0.0,0.0,563.0,8.05,0.0,0.0
1.0,1.0,30.0,0.0,0.92,1.0,2.0,9.0,151.55,4.0,0.0
1.0,1.0,23.0,1.0,-1.0,0.0,0.0,10.0,110.8833,0.0,1.0
1.0,1.0,82.0,1.0,17.0,1.0,0.0,126.0,108.9,26.0,1.0
0.0,2.0,19.0,0.0,30.0,1.0,0.0,117.0,24.0,0.0,1.0
1.0,1.0,30.0,1.0,30.0,0.0,0.0,119.0,56.9292,134.0,1.0
1.0,1.0,30.0,1.0,24.0,0.0,0.0,51.0,83.1583,99.0,1.0
1.0,1.0,26.0,1.0,18.0,2.0,2.0,124.0,262.375,17.0,1.0
