Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0,3,149,0,24.0,0,0,364,8.05,0,0
0,3,159,0,29.0,0,0,365,8.05,0,0
0,3,31,0,20.0,0,0,401,7.8542,0,0
0,1,150,0,46.0,1,0,679,61.175,131,0
0,3,209,0,26.0,1,2,113,20.575,0,0
0,3,184,0,59.0,0,0,481,7.25,0,0
0,3,740,0,29.69911764705882,0,0,518,8.05,0,0
0,1,292,0,71.0,0,0,621,34.6542,58,1
1,1,308,0,23.0,0,1,623,63.3583,110,1
1,2,219,1,34.0,0,1,65,23.0,0,0
0,2,422,0,34.0,1,0,70,26.0,0,0
0,3,656,1,28.0,0,0,442,7.8958,0,0
0,3,658,0,29.69911764705882,0,0,420,7.8958,0,0
0,1,858,0,21.0,0,1,96,77.2875,33,0
0,3,405,0,33.0,0,0,542,8.6542,0,0
0,3,312,0,37.0,2,0,315,7.925,0,0
0,3,542,0,28.0,0,0,413,7.8958,0,0
1,3,724,1,21.0,0,0,363,7.65,0,0
1,3,559,0,29.69911764705882,0,0,321,7.775,0,0
0,3,675,0,38.0,0,0,446,7.8958,0,0
1,3,552,1,29.69911764705882,1,0,31,24.15,0,2
0,1,667,0,47.0,0,0,40,52.0,86,0
0,3,882,1,14.5,1,0,82,14.4542,0,1
0,3,67,0,22.0,0,0,341,8.05,0,0
0,3,417,1,20.0,1,0,530,9.825,0,0
0,3,46,1,17.0,0,0,76,14.4583,0,1
0,3,645,0,21.0,0,0,670,7.925,0,0
0,3,178,0,70.5,0,0,504,7.75,0,2
0,2,826,0,29.0,1,0,49,21.0,0,0
0,1,70,0,24.0,0,1,120,247.5208,17,1
0,3,24,1,2.0,4,2,1,31.275,0,0
0,2,362,0,21.0,2,0,7,73.5,0,0
0,3,551,0,29.69911764705882,0,0,575,8.05,0,0
0,2,575,0,32.5,1,0,66,30.0708,0,1
1,2,848,1,32.5,0,0,293,13.0,5,0
0,1,857,0,54.0,0,1,96,77.2875,33,0
1,3,588,0,12.0,1,0,78,11.2417,0,1
0,3,525,0,29.69911764705882,0,0,507,7.75,0,2
1,3,499,0,24.0,0,0,576,7.1417,0,0
1,3,653,1,29.69911764705882,1,1,83,22.3583,143,1
0,3,234,0,45.0,0,0,382,6.975,0,0
0,3,225,0,33.0,0,0,438,7.8958,0,1
0,3,165,0,20.0,0,0,644,7.05,0,0
0,3,695,1,47.0,1,0,572,14.5,0,0
1,2,851,1,29.0,1,0,214,26.0,0,0
0,2,772,0,25.0,0,0,585,13.0,0,0
0,2,685,0,23.0,0,0,635,15.0458,0,1
1,1,585,1,19.0,0,2,174,26.2833,120,0
0,1,271,0,37.0,1,0,47,53.1,19,0
0,3,618,0,16.0,0,0,110,9.2167,0,0
0,1,282,0,24.0,0,0,122,79.2,80,1
0,3,99,1,29.69911764705882,0,2,84,15.2458,0,1
1,3,597,1,22.0,0,0,394,7.75,0,0
1,3,319,1,24.0,1,0,131,15.85,0,0
0,3,116,0,19.0,0,0,489,6.75,0,2
0,2,32,0,18.0,0,0,217,11.5,0,0
0,2,586,0,19.0,1,1,115,36.75,0,0
1,3,29,0,27.0,0,0,462,7.7958,0,0
0,3,254,1,9.0,2,2,18,34.375,0,0
0,2,580,0,36.5,0,2,22,26.0,6,0
0,2,121,0,42.0,0,0,240,13.0,0,0
0,2,68,0,51.0,0,0,627,12.525,0,0
1,1,643,1,22.0,1,0,44,66.6,23,0
0,3,532,0,55.5,0,0,553,8.05,0,0
0,3,889,0,40.5,0,2,573,14.5,0,0
0,3,612,0,29.69911764705882,0,0,599,7.3125,0,0
0,1,866,0,51.0,0,1,612,61.3792,0,1
1,3,287,1,16.0,0,0,473,7.7333,0,2
0,3,181,0,30.0,0,0,658,8.05,0,0
0,3,767,0,29.69911764705882,0,0,325,8.6625,0,0
0,3,716,0,29.69911764705882,8,2,2,69.55,0,0
0,3,186,0,44.0,0,1,513,16.1,0,0
1,2,847,1,40.0,0,0,590,15.75,0,0
0,3,82,0,26.0,0,0,387,7.775,0,0
0,3,129,0,17.0,0,0,332,8.6625,0,0
0,3,628,0,1.0,4,1,3,39.6875,0,0
1,3,293,0,9.0,0,2,30,20.525,0,0
1,1,157,1,29.69911764705882,0,1,42,55.0,40,0
0,3,760,1,45.0,1,4,4,27.9,0,0
0,1,69,0,29.69911764705882,0,0,600,25.925,0,0
0,3,486,0,28.0,0,0,0,56.4958,0,0
0,1,832,0,61.0,0,0,136,33.5,63,0
0,3,680,0,4.0,4,1,6,29.125,0,2
1,3,408,1,1.0,1,1,28,11.1333,0,0
0,3,752,0,21.0,0,0,663,7.925,0,0
0,1,769,0,56.0,0,0,199,30.6958,60,1
0,3,444,0,18.0,1,1,469,7.8542,0,0
0,3,464,0,29.69911764705882,3,1,15,25.4667,0,0
0,1,388,1,50.0,0,0,610,28.7125,96,1
0,2,320,0,30.0,0,0,256,13.0,0,0
0,3,474,0,36.0,0,0,16,0.0,0,0
0,3,717,1,29.69911764705882,8,2,2,69.55,0,0
0,2,650,0,29.69911764705882,0,0,634,15.05,0,1
0,3,41,0,9.0,4,2,13,31.3875,0,0
1,2,76,0,1.0,2,1,63,39.0,45,0
1,3,441,1,4.0,0,2,338,22.025,0,0
0,1,700,0,29.69911764705882,0,0,161,50.0,55,0
1,3,601,1,29.69911764705882,1,0,106,15.5,0,2
1,1,698,0,45.0,0,0,141,26.55,0,0
0,3,101,0,40.0,1,1,99,15.5,0,2
0,3,823,0,36.0,0,0,444,7.8958,0,0
1,2,664,1,32.0,0,0,221,13.0,0,0
0,2,136,0,19.0,0,0,300,13.0,0,0
1,3,20,1,19.0,1,0,463,7.8542,0,0
1,2,579,0,3.0,1,1,22,26.0,6,0
1,1,113,1,44.0,0,0,619,27.7208,69,1
1,1,495,1,58.0,0,0,121,146.5208,78,1
0,3,533,0,29.69911764705882,0,0,501,7.75,0,2
0,3,611,0,42.0,0,1,533,8.4042,0,0
1,3,497,1,29.69911764705882,0,0,505,7.75,0,2
0,2,881,1,24.0,0,0,250,13.0,0,0
0,3,834,0,28.0,0,0,372,9.5,0,0
0,3,721,0,29.69911764705882,8,2,2,69.55,0,0
0,3,403,0,34.0,0,0,312,6.4958,0,0
0,3,878,0,45.5,0,0,262,7.225,0,1
1,3,166,0,18.0,0,0,566,8.05,0,0
0,3,789,1,2.0,0,1,93,10.4625,2,0
0,3,51,0,32.0,1,0,90,15.85,0,0
1,3,9,0,26.0,0,0,86,18.7875,0,1
1,3,140,1,16.0,0,0,494,7.75,0,2
1,1,94,0,40.0,0,0,147,31.0,54,1
0,3,12,0,24.0,0,0,646,7.05,0,0
1,2,131,1,35.0,0,0,597,21.0,0,0
0,3,649,0,22.0,0,0,562,7.25,0,0
0,2,288,0,30.0,0,0,252,13.0,0,0
0,3,437,0,29.69911764705882,1,0,493,7.75,0,2
1,1,582,1,31.0,1,0,29,113.275,36,1
1,3,375,1,27.0,0,0,673,7.925,0,0
0,2,390,0,42.0,1,0,68,27.0,0,0
1,1,72,1,32.0,0,0,181,76.2917,112,1
0,2,338,0,30.0,0,0,680,10.5,0,0
1,3,791,0,16.0,0,0,657,8.05,0,0
0,2,105,0,27.0,0,0,209,13.0,0,0
0,3,306,0,51.0,0,0,206,8.05,0,0
0,3,581,0,29.69911764705882,0,0,434,7.8958,0,0
1,1,379,0,38.0,1,0,60,90.0,30,0
0,3,83,0,22.0,0,0,624,9.35,0,0
1,2,531,0,19.0,0,0,675,10.5,0,0
0,3,492,0,20.5,0,0,561,7.25,0,0
0,2,243,0,18.0,0,0,224,13.0,0,0
0,3,467,1,29.69911764705882,3,1,15,25.4667,0,0
1,1,339,1,35.0,1,0,104,83.475,28,0
0,3,460,0,29.0,0,0,386,7.775,0,0
0,2,754,0,59.0,0,0,227,13.5,0,0
1,3,43,1,5.0,4,2,13,31.3875,0,0
0,2,479,0,24.0,0,0,587,10.5,0,0
0,3,329,1,29.69911764705882,0,0,678,7.55,0,0
0,2,370,0,44.0,1,0,275,26.0,0,0
1,2,172,1,8.0,0,2,32,26.25,0,0
0,2,648,0,19.0,0,0,304,10.5,0,0
0,2,383,0,33.0,0,0,640,12.275,0,0
0,3,883,1,29.69911764705882,1,0,82,14.4542,0,1
1,3,567,1,29.69911764705882,1,0,101,15.5,0,2
0,2,169,0,29.0,0,0,677,10.5,0,0
0,3,500,0,22.0,0,0,662,7.125,0,0
0,3,47,0,30.0,0,0,288,7.225,0,1
0,1,539,0,44.0,2,0,59,90.0,27,2
0,3,481,1,25.0,0,0,389,7.775,0,0
1,2,322,1,24.0,0,2,74,14.5,0,0
1,1,78,0,37.0,1,1,50,52.5542,35,0
0,2,147,0,54.0,1,0,69,26.0,0,0
0,3,673,0,29.69911764705882,0,0,476,7.25,0,0
0,3,790,1,29.0,1,1,93,10.4625,2,0
0,1,782,0,62.0,0,0,160,26.55,105,0
0,3,487,0,30.0,1,0,112,16.1,0,0
0,3,702,1,41.0,0,2,105,20.2125,0,0
1,3,819,1,29.0,0,2,269,15.2458,0,1
1,1,808,1,29.69911764705882,0,0,607,79.2,0,1
1,1,156,1,30.0,0,0,19,86.5,18,0
1,1,844,1,35.0,0,0,37,512.3292,0,1
1,2,636,1,50.0,0,1,64,26.0,0,0
0,3,771,0,29.69911764705882,0,0,523,7.75,0,2
1,3,42,0,3.0,4,2,13,31.3875,0,0
0,1,799,0,52.0,1,1,20,79.65,42,0
0,1,340,0,40.0,0,0,146,0.0,81,0
0,3,356,1,29.69911764705882,0,0,520,7.75,0,2
0,2,674,0,36.0,0,0,581,10.5,0,0
0,3,631,0,16.0,4,1,3,39.6875,0,0
1,3,652,0,25.0,1,0,395,7.775,0,0
1,1,305,1,58.0,0,1,36,153.4625,21,0
1,1,91,1,35.0,0,0,38,135.6333,109,0
0,1,125,0,29.69911764705882,0,0,46,31.0,0,0
1,3,817,0,25.0,0,0,16,0.0,0,0
1,2,530,1,41.0,0,1,72,19.5,0,0
0,1,577,0,37.0,0,1,611,29.7,88,1
1,3,350,1,29.69911764705882,0,0,509,7.75,0,2
1,1,33,1,63.0,1,0,21,77.9583,126,0
0,3,482,1,45.0,0,0,390,7.75,0,0
0,2,634,0,29.69911764705882,0,0,23,0.0,0,0
0,3,681,0,7.0,4,1,6,29.125,0,2
1,3,2,1,35.0,1,1,114,20.25,0,0
0,3,227,0,65.0,0,0,357,7.75,0,2
0,3,614,0,28.0,0,0,400,7.8542,0,0
0,3,887,0,16.0,0,0,375,9.5,0,0
1,3,221,0,19.0,0,0,569,8.05,0,0
0,1,770,0,29.69911764705882,0,0,154,26.0,49,0
0,3,779,0,33.0,0,0,436,8.6625,0,1
1,3,886,0,30.0,0,0,373,9.5,0,0
0,3,570,0,22.0,0,0,412,7.8958,0,0
1,2,378,0,42.0,0,0,232,13.0,0,0
1,3,177,1,22.0,0,0,508,7.75,0,2
1,1,65,1,26.0,0,0,58,78.85,0,0
1,1,90,1,19.0,1,0,52,91.0792,13,1
0,2,477,0,36.0,0,0,639,12.875,4,1
0,3,315,1,24.0,0,0,435,8.85,0,0
0,3,541,0,24.0,0,0,433,7.8958,0,0
0,1,478,0,29.69911764705882,0,0,620,27.7208,0,1
0,3,324,0,23.5,0,0,287,7.2292,0,1
0,1,17,1,2.0,1,2,9,151.55,3,0
1,1,714,0,29.69911764705882,0,0,203,30.5,85,0
1,1,71,1,50.0,0,1,120,247.5208,17,1
1,3,431,1,29.69911764705882,0,0,550,7.75,0,2
1,3,518,0,29.69911764705882,2,0,100,23.25,0,2
0,3,411,0,19.0,0,0,16,0.0,0,0
1,2,428,1,29.69911764705882,0,0,212,12.35,5,2
0,3,868,0,29.69911764705882,0,0,563,8.05,0,0
1,1,16,0,0.92,1,2,9,151.55,3,0
1,1,248,1,29.69911764705882,0,0,10,110.8833,0,1
1,1,647,1,17.0,1,0,126,108.9,25,1
0,2,3,0,30.0,1,0,117,24.0,0,1
1,1,263,1,30.0,0,0,119,56.9292,133,1
1,1,348,1,24.0,0,0,51,83.1583,98,1
1,1,710,1,18.0,2,2,124,262.375,16,1
0,2,449,1,26.0,1,1,254,26.0,0,0
0,3,355,0,28.0,0,0,440,7.8958,0,0
0,2,342,0,43.0,1,1,34,26.25,0,0
1,3,590,1,26.0,0,0,403,7.8542,0,0
1,2,423,1,24.0,1,0,70,26.0,0,0
0,2,555,0,54.0,0,0,305,14.0,0,0
1,1,859,1,31.0,0,2,102,164.8667,100,0
1,1,775,1,40.0,1,1,55,134.5,132,1
0,3,211,0,22.0,0,0,560,7.25,0,0
0,3,200,0,27.0,0,0,424,7.8958,0,0
1,2,762,1,30.0,0,0,223,12.35,0,2
1,2,128,1,22.0,1,1,71,29.0,0,0
0,3,722,0,29.69911764705882,8,2,2,69.55,0,0
1,1,877,1,36.0,0,0,38,135.6333,92,1
0,3,598,0,61.0,0,0,366,6.2375,0,0
1,2,60,1,36.0,0,0,302,13.0,4,0
1,3,295,1,31.0,1,1,30,20.525,0,0
1,1,363,1,16.0,0,1,41,57.9792,8,1
1,3,517,1,29.69911764705882,2,0,100,23.25,0,2
0,1,637,0,45.5,0,0,150,28.5,20,0
0,1,304,0,38.0,0,1,36,153.4625,107,0
0,3,838,0,16.0,2,0,92,18.0,0,0
1,1,265,1,29.69911764705882,1,0,125,133.65,0,0
0,3,210,0,29.69911764705882,0,0,429,7.8958,0,0
0,1,642,0,29.0,1,0,44,66.6,23,0
1,1,117,1,41.0,0,0,55,134.5,135,1
1,3,192,0,45.0,0,0,547,8.05,0,0
0,1,93,0,45.0,0,0,164,35.5,146,0
1,2,578,0,2.0,1,1,22,26.0,6,0
1,1,258,1,24.0,3,2,11,263.0,1,0
0,2,170,0,28.0,0,0,249,13.0,0,0
0,2,733,0,25.0,0,0,242,13.0,0,0
0,2,262,0,36.0,0,0,215,13.0,0,0
1,2,111,1,24.0,0,0,248,13.0,7,0
1,2,768,1,40.0,0,0,324,13.0,0,0
1,3,207,1,29.69911764705882,1,0,524,16.1,0,0
1,3,183,0,3.0,1,1,116,15.9,0,0
0,3,215,0,42.0,0,0,329,8.6625,0,0
0,3,608,0,23.0,0,0,541,9.225,0,0
0,1,870,0,29.69911764705882,0,0,159,35.0,89,0
0,3,237,0,15.0,1,1,289,7.2292,0,1
0,3,37,0,25.0,1,0,95,17.8,0,0
0,3,879,0,29.69911764705882,0,0,266,7.225,0,1
0,3,835,0,28.0,0,0,379,9.5,0,0
1,1,104,1,22.0,0,1,42,55.0,40,0
0,2,270,1,38.0,0,0,230,13.0,0,0
1,3,522,1,29.69911764705882,0,0,346,7.8792,0,2
1,3,545,1,29.69911764705882,0,0,352,7.8792,0,2
0,3,759,0,40.0,1,4,4,27.9,0,0
0,2,888,0,29.0,1,0,638,27.7208,0,1
0,3,64,1,45.0,0,1,85,14.4542,0,1
0,3,40,0,35.0,0,0,645,7.05,0,0
0,3,599,0,29.69911764705882,1,0,106,15.5,0,2
0,3,5,0,30.0,0,0,579,7.25,0,0
1,1,845,1,60.0,1,0,135,75.25,117,1
1,3,562,1,29.69911764705882,0,0,261,7.2292,0,1
1,3,400,1,29.69911764705882,0,0,192,7.75,0,2
1,1,48,1,24.0,0,0,118,69.3,12,1
1,1,328,0,25.0,1,0,177,55.4417,138,1
0,3,863,0,18.0,1,0,314,6.4958,0,0
0,3,75,0,19.0,0,0,340,8.05,0,0
0,1,690,0,22.0,0,0,38,135.6333,0,1
0,3,625,1,3.0,3,1,14,21.075,0,0
1,1,536,1,29.69911764705882,1,0,123,82.1708,0,1
1,3,454,1,22.0,0,0,580,7.25,0,0
0,1,862,0,27.0,0,2,157,211.5,102,1
0,3,85,0,20.0,0,0,267,4.0125,0,1
0,3,314,0,19.0,0,0,388,7.775,0,0
1,1,86,1,42.0,0,0,17,227.525,0,1
1,3,572,1,1.0,0,2,79,15.7417,0,1
0,3,811,0,32.0,0,0,669,7.925,0,0
1,1,373,1,35.0,1,0,45,52.0,0,0
0,3,665,0,29.69911764705882,0,0,430,7.8958,0,0
0,2,205,0,18.0,0,0,7,73.5,0,0
0,3,298,0,1.0,5,2,5,46.9,0,0
1,2,118,1,36.0,0,0,294,13.0,0,0
0,3,715,0,29.69911764705882,0,0,496,7.7292,0,2
1,2,468,1,17.0,0,0,630,12.0,0,1
1,1,144,0,36.0,1,2,8,120.0,0,0
1,3,393,0,21.0,0,0,458,7.7958,0,0
0,3,313,0,28.0,2,0,316,7.925,0,0
1,1,583,1,23.0,1,0,29,113.275,36,1
1,3,728,1,24.0,0,2,128,16.7,2,0
0,3,404,0,22.0,0,0,467,7.7958,0,0
0,3,613,1,31.0,0,0,471,7.8542,0,0
0,2,524,0,46.0,0,0,87,26.0,0,0
0,2,623,0,23.0,0,0,239,10.5,0,0
1,2,821,1,28.0,0,0,236,12.65,0,0
1,3,592,0,39.0,0,0,667,7.925,0,0
0,3,6,0,26.0,0,0,359,8.05,0,0
0,3,418,1,21.0,1,0,531,9.825,0,0
0,3,318,0,28.0,1,0,131,15.85,0,0
0,3,616,1,20.0,0,0,334,8.6625,0,0
0,2,274,0,34.0,1,0,303,21.0,0,0
0,3,861,0,51.0,0,0,385,7.75,0,0
1,2,687,0,3.0,1,1,26,18.75,0,0
0,3,88,0,21.0,0,0,322,7.775,0,0
0,3,465,1,29.69911764705882,3,1,15,25.4667,0,0
0,3,732,0,29.69911764705882,0,0,426,7.8958,0,0
0,3,343,0,29.69911764705882,0,0,527,6.8583,0,2
1,1,540,1,33.0,1,0,59,90.0,27,2
0,2,191,0,29.69911764705882,0,0,23,0.0,0,0
1,3,792,0,44.0,0,0,659,7.925,0,0
0,3,528,1,29.69911764705882,0,0,362,8.05,0,0
1,2,226,1,34.0,1,1,298,32.5,0,0
1,2,742,1,18.0,0,2,255,13.0,0,0
0,2,513,0,30.0,0,0,299,13.0,0,0
0,3,829,1,10.0,0,2,27,24.15,0,0
0,3,281,0,29.69911764705882,0,0,450,7.8958,0,1
0,3,155,0,21.0,0,0,570,7.7333,0,2
0,3,884,0,29.0,0,0,326,7.875,0,0
0,3,198,1,28.0,1,1,94,14.4,0,0
0,3,701,0,18.0,1,1,105,20.2125,0,0
0,3,872,0,29.69911764705882,0,0,557,7.25,0,0
1,2,162,1,28.0,1,0,204,26.0,0,0
1,2,662,1,19.0,0,0,75,26.0,0,0
0,3,249,0,29.69911764705882,0,0,488,7.75,0,2
1,3,663,0,32.0,0,0,648,8.05,128,0
1,1,92,0,28.0,0,0,134,26.55,24,0
1,3,810,1,29.69911764705882,1,0,107,16.1,0,0
1,2,491,1,42.0,1,0,632,26.0,0,0
0,3,420,0,17.0,0,0,661,7.125,0,0
0,1,744,0,50.0,1,0,54,55.9,41,0
1,1,143,1,14.0,1,2,8,120.0,0,0
0,3,253,1,21.0,2,2,18,34.375,0,0
1,2,688,1,24.0,2,3,26,18.75,0,0
0,1,261,0,64.0,1,4,11,263.0,1,0
0,2,447,0,31.0,0,0,582,10.5,0,0
1,2,344,1,45.0,1,1,34,26.25,0,0
0,3,323,0,20.0,0,0,371,9.5,0,0
0,3,659,0,25.0,1,0,392,7.775,0,0
1,2,679,1,28.0,0,0,216,13.0,0,0
1,3,402,0,29.69911764705882,0,0,537,8.1125,0,0
1,1,216,0,4.0,0,2,356,81.8583,56,0
1,2,529,1,13.0,0,1,72,19.5,0,0
1,1,735,0,34.0,0,0,169,26.55,0,0
1,3,55,1,5.0,2,1,12,19.2583,0,1
1,1,661,0,52.0,0,0,165,30.5,84,0
0,2,854,0,36.0,1,2,33,27.75,0,0
0,3,316,0,29.69911764705882,1,0,535,19.9667,0,0
0,1,257,0,30.0,0,0,152,27.75,87,1
1,1,290,0,49.0,1,0,56,89.1042,29,1
0,3,644,0,29.69911764705882,0,0,564,8.05,0,0
1,3,392,0,29.0,0,0,437,7.8958,0,1
0,1,537,0,65.0,0,0,187,26.55,134,0
1,1,436,1,29.69911764705882,1,0,196,51.8625,114,0
1,2,815,1,50.0,0,0,598,10.5,0,0
0,3,603,0,29.69911764705882,0,0,512,7.75,0,2
1,1,21,0,48.0,0,0,201,26.55,129,0
0,3,557,0,34.0,0,0,482,8.05,0,0
0,1,280,0,47.0,0,0,137,38.5,140,0
0,2,538,0,48.0,0,0,220,13.0,0,0
0,3,502,0,29.69911764705882,0,0,574,8.05,0,0
0,3,296,0,38.0,0,0,643,7.05,0,0
0,2,132,0,29.69911764705882,0,0,23,0.0,0,0
0,1,766,0,56.0,0,0,168,26.55,0,0
0,3,731,0,29.69911764705882,0,0,475,7.725,0,2
1,3,54,1,0.75,2,1,12,19.2583,0,1
0,3,430,0,29.69911764705882,0,0,339,7.25,0,0
0,3,124,0,38.0,0,0,330,8.6625,0,0
1,2,855,1,33.0,1,2,33,27.75,0,0
1,2,401,1,23.0,0,0,633,13.7917,4,1
0,3,787,1,22.0,0,0,546,9.8375,0,0
0,1,164,0,29.69911764705882,0,0,40,52.0,47,0
0,2,676,0,34.0,1,0,91,21.0,0,0
0,3,107,0,29.0,1,0,380,7.0458,0,0
0,3,425,0,22.0,0,0,468,7.5208,0,0
1,3,365,1,2.0,0,1,319,12.2875,0,0
0,3,297,0,9.0,5,2,5,46.9,0,0
0,2,268,0,29.69911764705882,0,0,233,0.0,0,0
0,3,706,0,50.0,0,0,567,8.05,0,0
1,3,825,1,63.0,0,0,528,9.5875,0,0
1,1,89,0,25.0,1,0,52,91.0792,13,1
0,3,466,1,29.69911764705882,3,1,15,25.4667,0,0
1,1,381,1,35.0,1,0,60,90.0,30,0
0,1,435,0,58.0,0,0,179,29.7,66,1
0,3,774,0,30.0,0,0,554,8.05,0,0
1,3,182,0,9.0,1,1,116,15.9,0,0
0,3,317,0,29.69911764705882,1,0,536,19.9667,0,0
0,3,871,0,21.0,0,0,653,7.25,0,0
0,1,547,0,55.0,0,0,166,30.5,91,0
0,1,39,0,71.0,0,0,618,49.5042,0,1
0,3,781,0,21.0,0,0,555,8.05,0,0
0,3,880,0,29.69911764705882,0,0,76,14.4583,0,1
1,1,242,1,54.0,1,0,103,78.2667,32,1
0,3,738,0,29.69911764705882,0,0,593,15.1,0,0
0,1,18,1,25.0,1,2,9,151.55,3,0
0,3,796,0,24.0,0,0,459,7.7958,0,0
0,3,130,0,17.0,0,0,328,8.6625,0,0
0,3,133,1,21.0,0,0,485,7.75,0,2
0,3,607,1,29.69911764705882,0,0,343,7.6292,0,2
0,3,450,1,37.0,0,0,529,9.5875,0,0
1,1,501,1,16.0,0,0,19,86.5,77,0
0,1,646,0,18.0,1,0,126,108.9,25,1
1,2,670,1,33.0,0,2,77,26.0,0,0
1,1,106,0,29.69911764705882,0,0,140,26.55,0,0
0,3,610,0,28.0,0,0,577,22.525,0,0
1,3,455,0,26.0,0,0,0,56.4958,0,0
1,3,195,0,29.0,0,0,521,7.75,0,2
0,3,849,0,29.69911764705882,0,0,652,8.05,0,0
